Year,State,Continuum of Care (CoC),CoC Name,CoC Award Amount,,,,,,
2018,MO,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",MO-603,1430323,942,177,0.187898089,234,191,0.816239316
2018,MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,13361804,1995,1350,0.676691729,1872,1777,0.949252137
2018,MO,Missouri Balance of State CoC,MO-606,4948339,2066,1253,0.606485963,1154,1107,0.959272097
2018,MP,Northern Mariana Islands CoC,MP-500,14244,27,24,0.888888889,0,0,NA
2018,MS,"Jackson/Rankin, Madison Counties CoC",MS-500,1433023,1188,267,0.224747475,245,223,0.910204082
2018,MS,Mississippi Balance of State CoC,MS-501,2785536,1710,1231,0.719883041,121,110,0.909090909
2018,MS,Gulf Port/Gulf Coast Regional CoC,MS-503,830645,413,277,0.670702179,56,54,0.964285714
2018,MT,Montana Statewide CoC,MT-500,2681779,1114,940,0.843806104,78,66,0.846153846
2018,NC,Winston-Salem/Forsyth County CoC,NC-500,2225764,1568,654,0.417091837,122,118,0.967213115
2018,NC,Asheville/Buncombe County CoC,NC-501,1276279,668,402,0.601796407,542,529,0.97601476
2018,NC,Durham City & County CoC,NC-502,1461135,1024,558,0.544921875,319,304,0.952978056
2018,NC,North Carolina Balance of State CoC,NC-503,8933958,6351,2664,0.419461502,1485,1467,0.987878788
2018,NC,"Greensboro, High Point CoC",NC-504,1901691,2249,1272,0.565584704,282,257,0.911347518
2018,NC,Charlotte/Mecklenberg CoC,NC-505,4089204,3045,2117,0.695238095,1076,1011,0.939591078
2018,NC,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",NC-506,696261,935,401,0.428877005,89,86,0.966292135
2018,NC,Raleigh/Wake County CoC,NC-507,3451506,3779,1006,0.266207992,623,592,0.95024077
2018,NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,792300,628,307,0.488853503,106,101,0.952830189
2018,NC,Fayetteville/Cumberland County CoC,NC-511,724109,329,222,0.674772036,81,81,1
2018,NC,Chapel Hill/Orange County CoC,NC-513,700219,231,77,0.333333333,82,80,0.975609756
2018,NC,Northwest North Carolina CoC,NC-516,355786,305,130,0.426229508,46,42,0.913043478
2018,ND,North Dakota Statewide CoC,ND-500,1876781,2346,806,0.343563512,471,441,0.936305732
2018,NE,Nebraska Balance of State CoC,NE-500,2042862,2084,1162,0.557581574,123,116,0.943089431
2018,NE,"Omaha, Council Bluffs CoC",NE-501,4692702,5224,1462,0.279862175,512,498,0.97265625
2018,NE,Lincoln CoC,NE-502,2372628,1572,369,0.234732824,240,204,0.85
2018,NH,New Hampshire Balance of State CoC,NH-500,4193853,2134,1181,0.553420806,422,412,0.976303318
2018,NH,Manchester CoC,NH-501,1543817,1381,363,0.262853005,333,327,0.981981982
2018,NH,Nashua/Hillsborough County CoC,NH-502,1936674,1482,249,0.168016194,260,253,0.973076923
2018,NJ,Atlantic City & County CoC,NJ-500,541425,2979,1133,0.380328969,145,141,0.972413793
2018,NJ,Bergen County CoC,NJ-501,5363543,774,373,0.481912145,385,368,0.955844156
2018,NJ,Burlington County CoC,NJ-502,504223,1272,347,0.272798742,139,136,0.978417266
2018,NJ,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",NJ-503,3703084,3754,935,0.249067661,650,619,0.952307692
2018,NJ,Newark/Essex County CoC,NJ-504,6442940,4344,2128,0.489871087,1519,1447,0.952600395
2018,NJ,"Jersey City, Bayonne/Hudson County CoC",NJ-506,7191193,2968,1278,0.430592992,450,432,0.96
2018,NJ,New Brunswick/Middlesex County CoC,NJ-507,3103903,666,505,0.758258258,396,391,0.987373737
2018,NJ,Monmouth County CoC,NJ-508,3617597,774,151,0.195090439,460,439,0.954347826
2018,NJ,Morris County CoC,NJ-509,1939213,974,382,0.392197125,226,213,0.942477876
2018,NJ,Lakewood Township/Ocean County CoC,NJ-510,613109,309,45,0.145631068,90,88,0.977777778
2018,NJ,Paterson/Passaic County CoC,NJ-511,4557884,1092,736,0.673992674,626,576,0.920127796
2018,NJ,Somerset County CoC,NJ-513,398093,489,218,0.445807771,103,101,0.980582524
2018,NJ,Trenton/Mercer County CoC,NJ-514,4332613,2156,770,0.357142857,680,646,0.95
2018,NJ,Elizabeth/Union County CoC,NJ-515,4321987,1360,830,0.610294118,556,535,0.962230216
2018,NJ,"Warren, Sussex, Hunterdon Counties CoC",NJ-516,1253501,1004,451,0.449203187,66,66,1
2018,NM,Albuquerque CoC,NM-500,5572933,2922,925,0.316563997,1172,1102,0.940273038
2018,NM,New Mexico Balance of State CoC,NM-501,5614726,1857,720,0.387722132,755,694,0.919205298
2018,NV,Las Vegas/Clark County CoC,NV-500,14236132,7458,3253,0.436175918,1186,1072,0.903878583
2018,NV,"Reno, Sparks/Washoe County CoC",NV-501,1625336,2864,770,0.268854749,527,460,0.872865275
2018,NV,Nevada Balance of State CoC,NV-502,598552,572,178,0.311188811,299,296,0.989966555
2018,NY,"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,12511442,4888,2333,0.477291326,1811,1756,0.969630039
2018,NY,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",NY-501,1709455,811,633,0.780517879,261,240,0.91954023
2018,NY,Albany City & County CoC,NY-503,5663416,1965,836,0.425445293,1198,1136,0.948247078
2018,NY,Cattaragus County CoC,NY-504,274756,193,89,0.461139896,78,66,0.846153846
2018,NY,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,9472298,4188,1923,0.459169054,1250,1204,0.9632
2018,NY,Schenectady City & County CoC,NY-507,4054963,1646,975,0.592345079,577,549,0.951473137
2018,NY,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,12207363,4751,1934,0.407072195,1045,1012,0.968421053
2018,NY,Ithaca/Tompkins County CoC,NY-510,217267,493,226,0.45841785,68,60,0.882352941
2018,NY,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",NY-511,1689334,1678,917,0.546483909,420,390,0.928571429
2018,NY,Troy/Rensselaer County CoC,NY-512,3529625,833,372,0.446578631,603,564,0.935323383
2018,NY,"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,329297,422,155,0.367298578,85,73,0.858823529
2018,NY,"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,199474,558,276,0.494623656,36,32,0.888888889
2018,NY,Clinton County CoC,NY-516,,93,84,0.903225806,103,96,0.932038835
2018,NY,"Utica, Rome/Oneida, Madison Counties CoC",NY-518,3248035,525,330,0.628571429,594,550,0.925925926
2018,NY,"Columbia, Greene Counties CoC",NY-519,464344,1,1,1,47,45,0.957446809
2018,NY,"Franklin, Essex Counties CoC",NY-520,90741,191,96,0.502617801,44,44,1
2018,NY,"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,1294337,653,497,0.761102603,397,366,0.921914358
2018,NY,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",NY-523,1721987,525,342,0.651428571,231,215,0.930735931
2018,NY,New York Balance of State Continuum of Care,NY-525,,45,31,0.688888889,3,3,1
2018,NY,New York City CoC,NY-600,117583916,78679,36943,0.469540792,12226,12000,0.981514805
2018,NY,Poughkeepsie/Dutchess County CoC,NY-601,1373608,1160,344,0.296551724,268,253,0.944029851
2018,NY,"Newburgh, Middletown/Orange County CoC",NY-602,2708938,1222,627,0.51309329,351,338,0.962962963
2018,NY,"Nassau, Suffolk Counties CoC",NY-603,13156123,5621,2958,0.526240882,2043,1923,0.941262849
2018,NY,"Yonkers, Mount Vernon/Westchester County CoC",NY-604,18848370,2794,711,0.254473873,3644,3595,0.986553238
2018,NY,Rockland County CoC,NY-606,902136,291,68,0.233676976,99,92,0.929292929
2018,NY,Sullivan County CoC,NY-607,281080,0,0,NA,26,22,0.846153846
2018,NY,Kingston/Ulster County CoC,NY-608,1235605,1123,720,0.641139804,224,214,0.955357143
2018,OH,Cincinnati/Hamilton County CoC,OH-500,19476832,5484,2780,0.506929249,2454,2384,0.971475143
2018,OH,Toledo/Lucas County CoC,OH-501,3955340,1670,897,0.537125749,963,943,0.979231568
2018,OH,Cleveland/Cuyahoga County CoC,OH-502,28162915,5897,2293,0.388841784,4320,4262,0.986574074
2018,OH,Columbus/Franklin County CoC,OH-503,12763762,7976,3835,0.480817452,2697,2514,0.93214683
2018,OH,Youngstown/Mahoning County CoC,OH-504,1919042,607,349,0.574958814,521,504,0.967370441
2018,OH,"Dayton, Kettering/Montgomery County CoC",OH-505,10328847,3618,955,0.263957988,1310,1248,0.952671756
2018,OH,"Akron, Barberton/Summit County CoC",OH-506,4835866,2911,908,0.311920302,593,567,0.956155143
2018,OH,Ohio Balance of State CoC,OH-507,19116526,12604,8881,0.704617582,3376,3263,0.966528436
2018,OH,"Canton, Massillon, Alliance/Stark County CoC",OH-508,2965295,905,556,0.614364641,528,508,0.962121212
2018,OK,North Central Oklahoma CoC,OK-500,267124,695,354,0.509352518,5,4,0.8
2018,OK,Tulsa City & County CoC,OK-501,2808449,4346,558,0.128393925,305,294,0.963934426
2018,OK,Oklahoma City CoC,OK-502,3796648,1801,632,0.350916158,622,569,0.914790997
2018,OK,Oklahoma Balance of State CoC,OK-503,607607,177,126,0.711864407,67,58,0.865671642
2018,OK,Norman/Cleveland County CoC,OK-504,431668,364,45,0.123626374,93,88,0.946236559
2018,OK,Northeast Oklahoma CoC,OK-505,382756,883,381,0.431483579,63,52,0.825396825
2018,OK,Southeastern Oklahoma Regional CoC,OK-507,131146,901,638,0.708102109,66,58,0.878787879
2018,OR,"Eugene, Springfield/Lane County CoC",OR-500,3608512,2617,516,0.197172335,765,734,0.959477124
2018,OR,"Portland, Gresham/Multnomah County CoC",OR-501,24284354,8448,4222,0.499763258,4446,4290,0.964912281
2018,OR,"Medford, Ashland/Jackson County CoC",OR-502,248204,780,446,0.571794872,314,281,0.894904459
2018,OR,Central Oregon CoC,OR-503,665492,1062,391,0.368173258,11,10,0.909090909
2018,OR,"Salem/Marion, Polk Counties CoC",OR-504,,179,115,0.642458101,67,61,0.910447761
2018,OR,Oregon Balance of State CoC,OR-505,3233919,2696,1369,0.507789318,359,333,0.927576602
2018,OR,"Hillsboro, Beaverton/Washington County CoC",OR-506,3853943,679,421,0.620029455,406,383,0.943349754
2018,OR,Clackamas County CoC,OR-507,2701875,580,197,0.339655172,341,329,0.964809384
2018,PA,Philadelphia CoC,PA-500,34507318,9165,2317,0.252809602,4023,3940,0.97936863
2018,PA,Harrisburg/Dauphin County CoC,PA-501,1835657,805,386,0.479503106,120,113,0.941666667
2018,PA,"Upper Darby, Chester, Haverford/Delaware County CoC",PA-502,5163693,1193,633,0.530595138,321,312,0.971962617
2018,PA,"Wilkes-Barre, Hazleton/Luzerne County CoC",PA-503,4261680,990,615,0.621212121,321,311,0.968847352
2018,PA,"Lower Merion, Norristown, Abington/Montgomery County CoC",PA-504,3224611,706,412,0.583569405,251,242,0.964143426
2018,PA,Chester County CoC,PA-505,1707231,1120,659,0.588392857,265,255,0.962264151
2018,PA,Reading/Berks County CoC,PA-506,2923439,1557,669,0.429672447,322,292,0.906832298
2018,PA,Scranton/Lackawanna County CoC,PA-508,2906992,660,398,0.603030303,172,168,0.976744186
2018,PA,Eastern Pennsylvania CoC,PA-509,12487079,4006,2237,0.558412381,1031,994,0.964112512
2018,PA,Lancaster City & County CoC,PA-510,2322334,293,220,0.750853242,150,136,0.906666667
2018,PA,"Bristol, Bensalem/Bucks County CoC",PA-511,1293954,785,389,0.495541401,105,99,0.942857143
2018,PA,York City & County CoC,PA-512,1370705,1549,729,0.47062621,96,91,0.947916667
2018,PA,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",PA-600,20406399,3585,2092,0.583542538,2373,2251,0.948588285
2018,PA,Western Pennsylvania CoC,PA-601,9900291,1848,1347,0.728896104,992,959,0.966733871
2018,PA,Beaver County CoC,PA-603,1478372,490,255,0.520408163,234,224,0.957264957
2018,PA,Erie City & County CoC,PA-605,2261076,1420,684,0.481690141,423,393,0.929078014
2018,PR,Puerto Rico Balance of Commonwealth CoC,PR-502,13407969,1495,763,0.510367893,1437,1395,0.970772443
2018,PR,South-Southeast Puerto Rico CoC,PR-503,5275620,639,425,0.665101721,544,520,0.955882353
2018,RI,Rhode Island Statewide CoC,RI-500,7160233,2976,1313,0.441196237,1755,1677,0.955555556
2018,SC,Charleston/Low Country CoC,SC-500,1952972,1154,526,0.455805893,96,93,0.96875
2018,SC,"Greenville, Anderson, Spartanburg/Upstate CoC",SC-501,3154564,1233,603,0.489051095,234,231,0.987179487
2018,SC,Columbia/Midlands CoC,SC-502,3224294,3222,1054,0.327126009,774,755,0.975452196
2018,SC,"Myrtle Beach, Sumter City & County CoC",SC-503,2522901,1884,796,0.422505308,550,502,0.912727273
2018,SD,South Dakota Statewide CoC,SD-500,1316523,2329,674,0.28939459,281,251,0.893238434
2018,TN,Chattanooga/Southeast Tennessee CoC,TN-500,2556777,1208,653,0.540562914,578,566,0.979238754
2018,TN,Memphis/Shelby County CoC,TN-501,6773478,4050,1880,0.464197531,755,727,0.962913907
2018,TN,Knoxville/Knox County CoC,TN-502,1412759,1135,888,0.782378855,399,346,0.86716792
2018,TN,Central Tennessee CoC,TN-503,1862709,1047,300,0.286532951,116,101,0.870689655
2018,TN,Nashville-Davidson County CoC,TN-504,3594038,1092,618,0.565934066,2000,1713,0.8565
2018,TN,Upper Cumberland CoC,TN-506,750733,513,307,0.598440546,112,109,0.973214286
2018,TN,Jackson/West Tennessee CoC,TN-507,1679678,441,366,0.829931973,370,361,0.975675676
2018,TN,Appalachian Regional CoC,TN-509,1690283,1234,480,0.38897893,251,238,0.948207171
2018,TN,Murfreesboro/Rutherford County CoC,TN-510,636524,2630,89,0.033840304,53,46,0.867924528
2018,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,531317,383,190,0.496083551,10,9,0.9
2018,TX,San Antonio/Bexar County CoC,TX-500,9729143,4850,2028,0.41814433,2318,2277,0.982312338
2018,TX,Austin/Travis County CoC,TX-503,6780538,3873,1129,0.291505293,1377,1331,0.966594045
2018,TX,"Dallas City & County, Irving CoC",TX-600,16562289,7788,1261,0.161915768,3859,3729,0.966312516
2018,TX,"Fort Worth, Arlington/Tarrant County CoC",TX-601,13306444,3150,1237,0.392698413,2061,2024,0.98204755
2018,TX,El Paso City & County CoC,TX-603,3098524,2466,1625,0.658961882,207,193,0.93236715
2018,TX,Waco/McLennan County CoC,TX-604,1043307,701,121,0.172610556,88,87,0.988636364
2018,TX,Texas Balance of State CoC,TX-607,7342787,11603,4290,0.369731966,348,331,0.951149425
2018,TX,Amarillo CoC,TX-611,592838,12,6,0.5,56,56,1
2018,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,333323,330,159,0.481818182,20,19,0.95
2018,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,38155969,11789,3309,0.280685385,3767,3492,0.926997611
2018,TX,"Bryan, College Station/Brazos Valley CoC",TX-701,298095,499,141,0.28256513,0,0,NA
2018,UT,Salt Lake City & County CoC,UT-500,7887527,8419,1672,0.198598408,2169,2021,0.931765791
2018,UT,Utah Balance of State CoC,UT-503,1817218,4150,1852,0.44626506,244,211,0.864754098
2018,UT,Provo/Mountainland CoC,UT-504,1198418,1062,436,0.410546139,209,189,0.90430622
2018,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,4754160,2925,1078,0.368547009,474,453,0.955696203
2018,VA,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",VA-501,3869707,1928,646,0.335062241,543,533,0.981583794
2018,VA,"Roanoke City & County, Salem CoC",VA-502,890645,1717,329,0.191613279,64,63,0.984375
2018,VA,Virginia Beach CoC,VA-503,1858231,606,271,0.447194719,430,408,0.948837209
2018,VA,Charlottesville CoC,VA-504,380319,350,82,0.234285714,79,79,1
2018,VA,"Newport News, Hampton/Virginia Peninsula CoC",VA-505,2014410,1214,502,0.413509061,323,313,0.969040248
2018,VA,Portsmouth CoC,VA-507,1200937,342,164,0.479532164,168,162,0.964285714
2018,VA,Lynchburg CoC,VA-508,371921,719,285,0.396383866,62,62,1
2018,VA,"Harrisburg, Winchester/Western Virginia CoC",VA-513,371331,548,276,0.503649635,87,81,0.931034483
2018,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,320381,763,347,0.454783748,62,57,0.919354839
2018,VA,Virginia Balance of State CoC,VA-521,1062938,2195,1334,0.607744875,67,64,0.955223881
2018,VA,Arlington County CoC,VA-600,2832598,653,342,0.5237366,276,256,0.927536232
2018,VA,Fairfax County CoC,VA-601,9126856,2244,986,0.439393939,758,738,0.973614776
2018,VA,Loudoun County CoC,VA-602,181940,322,138,0.428571429,24,24,1
2018,VA,Alexandria CoC,VA-603,867832,716,306,0.427374302,56,54,0.964285714
2018,VA,Prince William County CoC,VA-604,721514,1329,609,0.458239278,34,34,1
2018,VI,Virgin Islands CoC,VI-500,192882,63,19,0.301587302,69,60,0.869565217
2018,VT,Vermont Balance of State CoC,VT-500,3669079,2114,1312,0.620624409,310,293,0.94516129
2018,VT,Burlington/Chittenden County CoC,VT-501,1205892,767,337,0.439374185,121,110,0.909090909
2018,WA,Seattle/King County CoC,WA-500,40191419,13725,4763,0.347030965,6785,6463,0.952542373
2018,WA,Washington Balance of State CoC,WA-501,8049065,13228,6490,0.490625945,2079,1891,0.90957191
2018,WA,Spokane City & County CoC,WA-502,3778347,5110,2231,0.436594912,793,755,0.952080706
2018,WA,"Tacoma, Lakewood/Pierce County CoC",WA-503,3449417,3973,1405,0.35363705,1235,1118,0.905263158
2018,WA,Everett/Snohomish County CoC,WA-504,9868888,1793,819,0.456776352,1928,1829,0.948651452
2018,WA,Vancouver/Clark County CoC,WA-508,1957595,1275,550,0.431372549,385,368,0.955844156
2018,WI,Wisconsin Balance of State CoC,WI-500,10365263,9883,4931,0.49893757,760,715,0.940789474
2018,WI,Milwaukee City & County CoC,WI-501,10641309,3777,1265,0.334921896,1824,1784,0.978070175
2018,WI,Racine City & County CoC,WI-502,977863,820,347,0.423170732,90,88,0.977777778
2018,WI,Madison/Dane County CoC,WI-503,3572436,2491,929,0.372942593,1289,1216,0.943366951
2018,WV,"Wheeling, Weirton Area CoC",WV-500,424200,316,119,0.376582278,39,32,0.820512821
2018,WV,"Huntington/Cabell, Wayne Counties CoC",WV-501,2614928,1005,275,0.273631841,543,517,0.952117864
2018,WV,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,1336441,879,529,0.60182025,95,90,0.947368421
2018,WV,West Virginia Balance of State CoC,WV-508,4375910,2633,1064,0.404101785,321,291,0.906542056
2018,WY,Wyoming Statewide CoC,WY-500,288790,2469,816,0.330498177,80,70,0.875
2019,AK,Anchorage CoC,AK-500,3982876,3014,628,0.208360982,472,449,0.951271186
2019,AK,Alaska Balance of State CoC,AK-501,879834,2009,486,0.241911399,186,172,0.924731183
2019,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",AL-500,9388061,3146,706,0.224411952,1267,1225,0.966850829
2019,AL,Mobile City & County/Baldwin County CoC,AL-501,3902469,2121,357,0.168316832,187,180,0.962566845
2019,AL,Florence/Northwest Alabama CoC,AL-502,438282,56,49,0.875,18,10,0.555555556
2019,AL,Huntsville/North Alabama CoC,AL-503,711592,933,289,0.309753483,106,102,0.962264151
2019,AL,Montgomery City & County CoC,AL-504,1176724,772,124,0.160621762,91,88,0.967032967
2019,AL,Tuscaloosa City & County CoC,AL-506,199669,96,81,0.84375,96,96,1
2019,AL,Alabama Balance of State CoC,AL-507,1441654,21,14,0.666666667,71,68,0.957746479
2019,AR,Little Rock/Central Arkansas CoC,AR-500,3027153,1174,456,0.388415673,553,542,0.980108499
2019,AR,Fayetteville/Northwest Arkansas CoC,AR-501,348954,314,70,0.222929936,51,45,0.882352941
2019,AR,Arkansas  Balance of State  CoC,AR-503,588711,691,261,0.377713459,4,4,1
2019,AR,Southeast Arkansas CoC,AR-505,230195,42,14,0.333333333,0,0,NA
2019,AR,Fort Smith CoC,AR-508,0,851,91,0.10693302,0,0,NA
2019,AZ,Arizona Balance of State CoC,AZ-500,4441226,4676,1892,0.404619333,1059,1016,0.959395656
2019,AZ,Tucson/Pima County CoC,AZ-501,8497232,3982,2088,0.524359618,849,798,0.939929329
2019,AZ,"Phoenix, Mesa/Maricopa County CoC",AZ-502,28412341,10734,4513,0.420439724,6466,6000,0.927930715
2019,CA,San Jose/Santa Clara City & County CoC,CA-500,29506119,5791,1711,0.29545847,2202,2166,0.983651226
2019,CA,San Francisco CoC,CA-501,47849533,1245,765,0.614457831,6848,6589,0.962178738
2019,CA,"Oakland, Berkeley/Alameda County CoC",CA-502,36369614,2496,1344,0.538461538,2766,2694,0.973969631
2019,CA,Sacramento City & County CoC,CA-503,23349292,5110,2136,0.418003914,2888,2813,0.974030471
2019,CA,"Santa Rosa, Petaluma/Sonoma County CoC",CA-504,3976410,2651,1229,0.463598642,672,639,0.950892857
2019,CA,Richmond/Contra Costa County CoC,CA-505,15239701,2910,822,0.282474227,898,883,0.983296214
2019,CA,"Salinas/Monterey, San Benito Counties CoC",CA-506,1798544,1418,506,0.356840621,76,69,0.907894737
2019,CA,Marin County CoC,CA-507,4600616,665,199,0.29924812,525,507,0.965714286
2019,CA,Watsonville/Santa Cruz City & County CoC,CA-508,3662605,1174,335,0.285349233,152,145,0.953947368
2019,CA,Mendocino County CoC,CA-509,1634537,344,76,0.220930233,225,217,0.964444444
2019,CA,"Turlock, Modesto/Stanislaus County CoC",CA-510,3384296,4937,898,0.181891837,422,416,0.985781991
2019,CA,Stockton/San Joaquin County CoC,CA-511,5207322,7888,733,0.092925963,712,642,0.901685393
2019,CA,Daly/San Mateo County CoC,CA-512,12625516,1848,770,0.416666667,742,730,0.983827493
2019,CA,"Visalia/Kings, Tulare Counties CoC",CA-513,2474301,1563,637,0.407549584,250,233,0.932
2019,CA,Fresno City & County/Madera County CoC,CA-514,10662668,1018,574,0.563850688,711,663,0.932489451
2019,CA,"Roseville, Rocklin/Placer County CoC",CA-515,1142431,449,222,0.494432071,122,119,0.975409836
2019,CA,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",CA-516,365267,470,283,0.60212766,13,12,0.923076923
2019,CA,Napa City & County CoC,CA-517,775531,432,137,0.31712963,48,46,0.958333333
2019,CA,Vallejo/Solano County CoC,CA-518,1486257,282,157,0.556737589,81,78,0.962962963
2019,CA,"Chico, Paradise/Butte County CoC",CA-519,611447,1195,335,0.280334728,405,371,0.916049383
2019,CA,Merced City & County CoC,CA-520,774302,464,109,0.234913793,30,30,1
2019,CA,"Davis, Woodland/Yolo County CoC",CA-521,516569,540,294,0.544444444,125,120,0.96
2019,CA,Humboldt County CoC,CA-522,903714,508,239,0.470472441,51,50,0.980392157
2019,CA,"Colusa, Glenn, Trinity Counties CoC",CA-523,6689,242,175,0.723140496,0,0,NA
2019,CA,Yuba City & County/Sutter County CoC,CA-524,15548,766,345,0.450391645,0,0,NA
2019,CA,El Dorado County CoC,CA-525,20153,213,108,0.507042254,0,0,NA
2019,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",CA-526,409325,340,210,0.617647059,17,14,0.823529412
2019,CA,Tehama County CoC,CA-527,56563,320,96,0.3,0,0,NA
2019,CA,"Alpine, Inyo, Mono Counties CoC",CA-530,2962,113,54,0.477876106,0,0,NA
2019,CA,Nevada County CoC,CA-531,176410,297,74,0.249158249,27,26,0.962962963
2019,CA,Los Angeles City & County CoC,CA-600,133611222,25187,8804,0.3495454,14618,14190,0.970721029
2019,CA,San Diego City and County CoC,CA-601,23876026,7750,3252,0.419612903,4101,3872,0.944159961
2019,CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,26143204,5338,2136,0.400149869,2855,2802,0.981436077
2019,CA,Santa Maria/Santa Barbara County CoC,CA-603,2014213,1674,488,0.291517324,344,333,0.968023256
2019,CA,Bakersfield/Kern County CoC,CA-604,5926586,2223,1087,0.488978857,2099,2057,0.979990472
2019,CA,Long Beach CoC,CA-606,9330143,728,425,0.583791209,1187,1150,0.968828981
2019,CA,Pasadena CoC,CA-607,3749042,631,142,0.22503962,401,373,0.930174564
2019,CA,Riverside City & County CoC,CA-608,10281317,4521,1547,0.342180933,1432,1353,0.944832402
2019,CA,San Bernardino City & County CoC,CA-609,10622832,4104,2388,0.581871345,1778,1739,0.978065242
2019,CA,"Oxnard, San Buenaventura/Ventura County CoC",CA-611,2258458,710,343,0.483098592,280,274,0.978571429
2019,CA,Glendale CoC,CA-612,2540381,199,75,0.376884422,152,148,0.973684211
2019,CA,Imperial County CoC,CA-613,186875,420,293,0.697619048,0,0,NA
2019,CA,San Luis Obispo County CoC,CA-614,1013800,1051,360,0.342530923,125,113,0.904
2019,CO,Colorado Balance of State CoC,CO-500,3222996,3652,1146,0.313800657,404,391,0.967821782
2019,CO,Metropolitan Denver CoC,CO-503,27901716,5675,1752,0.308722467,2778,2720,0.97912167
2019,CO,Colorado Springs/El Paso County CoC,CO-504,2467848,4498,638,0.141840818,644,570,0.885093168
2019,CO,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",CO-505,0,974,628,0.64476386,225,219,0.973333333
2019,CT,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",CT-503,13660263,1056,549,0.519886364,2062,2014,0.976721629
2019,CT,Connecticut Balance of State CoC,CT-505,43687282,4721,2563,0.542893455,4362,4268,0.978450252
2019,DC,District of Columbia CoC,DC-500,22075117,5919,4148,0.700794053,3549,3471,0.978021978
2019,DE,Delaware Statewide CoC,DE-500,8065668,2056,936,0.455252918,701,686,0.978601997
2019,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,1290692,3865,783,0.202587322,408,330,0.808823529
2019,FL,Tampa/Hillsborough County CoC,FL-501,6685221,3426,1764,0.514886165,1348,1278,0.948071217
2019,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",FL-502,4534495,6786,2041,0.300766284,988,953,0.964574899
2019,FL,"Lakeland, Winterhaven/Polk County CoC",FL-503,2147661,1813,385,0.212355212,156,151,0.967948718
2019,FL,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",FL-504,1727905,1007,724,0.718967229,142,131,0.922535211
2019,FL,"Fort Walton Beach/Okaloosa, Walton Counties CoC",FL-505,637295,237,123,0.518987342,1,1,1
2019,FL,Tallahassee/Leon County CoC,FL-506,1730217,2233,676,0.302731751,360,353,0.980555556
2019,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",FL-507,8740225,5717,2416,0.422599265,974,925,0.949691992
2019,FL,"Gainesville/Alachua, Putnam Counties CoC",FL-508,809057,1457,700,0.480439259,848,750,0.884433962
2019,FL,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",FL-509,1803072,914,800,0.875273523,495,483,0.975757576
2019,FL,"Jacksonville-Duval, Clay Counties CoC",FL-510,5277974,1994,1043,0.523069208,935,892,0.954010695
2019,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",FL-511,790987,1826,444,0.243154436,0,0,NA
2019,FL,St. Johns County CoC,FL-512,126034,705,213,0.30212766,14,14,1
2019,FL,"Palm Bay, Melbourne/Brevard County CoC",FL-513,680214,1058,636,0.601134216,125,118,0.944
2019,FL,Ocala/Marion County CoC,FL-514,444531,1841,283,0.153720804,5,3,0.6
2019,FL,"Panama City/Bay, Jackson Counties CoC",FL-515,53995,1375,483,0.351272727,6,6,1
